DOI,Title,include
NA,text similarity-based approach to detect sinhala language fake news in social media: an approach using hybrid features,no
NA,on the efficacy of accuracy prompts across partisan lines: an adversarial collaboration,no
NA,the interaction of source and post-event misinformation on the accuracy of eyewitness testimony,no
10.1177/10901981221109127,belief and recall of nicotine as therapeutic for covid-19 may undermine e-cigarette quitting behavior,no
NA,misleading but not fake: measuring the difference between manipulativeness discernment and veracity discernment using psychometrically validated tests,yes
NA,perceptions of accuracy in online news during the covid-19 pandemic,yes
10.1111/eci.12834,how to survive the medical misinformation mess,no
NA,the causes and consequences of covid-19 misperceptions: understanding the role of news and social media,no
NA,mental health factors and belief in true versus fake covid-19 news headlines,yes
NA,a postmodern pandora's box: anti-vaccination misinformation on the internet,no
NA,testing promotes eyewitness accuracy with a warning: implications for retrieval enhanced suggestibility,no
NA,why do people believe covid-19 conspiracy theories?,no
NA,the covid-19 vaccine communication handbook. a practical guide for improving vaccine communication and fighting misinformation,no
NA,misinformation effect in older versus younger adults: a meta-analysis and review,no
NA,"patterns of media use, strength of belief in covid-19 conspiracy theories, and the prevention of covid-19 from march to july 2020 in the united states …",no
NA,how to protect eyewitness memory against the misinformation effect: a meta-analysis of post-warning studies,no
NA,multi-source multi-class fake news detection,no
10.1177/0963721417718261,the psychology of conspiracy theories,no
10.1002/acp.813,the effects of state anxiety on the suggestibility and accuracy of child eyewitnesses,no
10.5465/AMBPP.2021.15628symposium,managing misinformation: belief and beyond,no
NA,"fake news, facebook ads, and misperceptions",no
NA,existence of differential belief profiles of covid-19 narratives: the role of trust in science,no
NA,news can help: the impact of news media and digital platform use on awareness of and belief in covid-19 misinformation,no
NA,text versus paratext: understanding individuals' accuracy in assessing online information,no
10.1145/3544548.3580672,"don't just tell me, ask me: ai systems that intelligently frame explanations as questions improve human logical discernment accuracy over causal ai explanations",no
NA,exploring the efficacy of natural language processing and supervised learning in the classification of fake news articles,no
NA,t84. do similar cognitive mechanisms encourage delusion-like ideation and belief in fake news?,no
NA,adjusting news accuracy perceptions after deepfakes exposure: evidence from a non-western context,yes
NA,"framing of information, psychological distance, and belief in health related information under time pressure in older adults",yes
NA,providing eyewitness confidence judgments during versus after eyewitness interviews does not affect the confidence–accuracy relationship.,no
10.1149/10701.12863ecst,accuracy measure for identification of fake blog articles in social website using random forest over naive bayesian classifier,no
NA,the role of accuracy nudge in false information sharing,yes
10.1007/978-981-16-1502-3_30,automatic fake news detector in social media using machine learning and natural language processing approaches,no
NA,effect of sars-cov-2 vaccine misinformation on conspiracy belief and anxiety,no
NA,strategies to combat medical misinformation on social media,no
NA,"it's not the facebook access, but the partisan bias which predict belief in misinformation: the case of 2019 indonesia presidential election",yes
NA,the effect of feature selection on the accuracy of x-platform user credibility detection with supervised machine learning,no
10.1002/acp.1169,the negative effect of cross‐examination style questioning on children's accuracy: older children are not immune,no
NA,the role of individuals' intellectual openness and different information processing styles in perceived news accuracy in the context of ideological polarization,yes
NA,the accuracy of german citizens' confidence in their climate change knowledge,no
NA,"insight into the accuracy of covid-19 beliefs predicts public health compliance, and vaccination willingness",no
