DOI,Title,include
10.1108/978-1-83982-400-520201034,,No
10.37016/mr-2020-48,,No
10.1007/s12671-019-01184-w,,No
NA,,No
10.4337/9781789900408.00015,,No
10.37016/mr-2020-47,,No
10.1007/978-981-15-5876-4_5,,No
10.17645/mac.v8i2.3219,,No
10.1007/978-981-15-5876-4_3,,No
10.1037/ppm0000229,,No
10.1142/9789813275447_0023,,No
10.1080/13562517.2019.1566220,,No
10.1177/1052562919826613,,No
10.28945/4407,,No
NA,,No
10.1177/1527476418760985,,No
10.5771/2192-4007-2019-4-523,,Yes
10.1007/978-3-030-14362-6_9,,No
10.1177/1052562919846184,,No
10.5771/2192-4007-2019-4-471,,No
10.4018/978-1-5225-9261-7.ch009,,No
10.1080/20445911.2019.1626400,,No
10.1007/s11229-017-1536-3,,No
10.1371/journal.pone.0207383,,No
10.31921/doxacom.n29a10,,No
10.5771/2192-4007-2019-4-497,,No
10.1007/s11229-017-1532-7,,No
10.1177/2053168019870351,,Yes
10.1016/j.socscimed.2018.10.006,,No
NA,,No
10.1017/S0892679419000133,,No
10.1016/j.cognition.2018.07.015,,No
10.1163/9789004410824_004,,No
10.22459/IREH.05.02.2019.03,,No
10.1007/s12115-019-00357-6,,No
10.1016/j.jarmac.2018.07.005,,No
10.5771/2192-4007-2019-4-446,,No
10.1016/j.acalib.2018.09.020,,No
10.1002/acp.3531,,No
10.1163/1871191X-14011014,,No
10.1177/0963721419847998,,No
10.4324/9780429244469-14,,No
10.4324/9780203702444-14,,No
10.1017/9781108594196.013,,No
10.1098/rsos.180593,,No
10.31620/JCCC.12.19/07,,No
10.1016/j.jarmac.2019.06.001,,No
10.1093/joc/jqz014,,No
10.1177/2167702619859335,,No
10.1002/acp.3561,,No
10.1016/j.techsoc.2018.09.003,,No
10.1163/9789004397965_009,,No
10.1093/oso/9780190844073.003.0031,,No
10.1007/978-3-319-90826-7_11,,No
10.1080/10584609.2015.1102187,,No
10.1093/oxfordhb/9780190497620.013.37,,No
10.1353/isl.2016.0024,,No
10.1080/09658211.2015.1102287,,No
10.1177/0956797617714579,,No
10.1017/S0007123415000186,,No
NA,,No
10.3102/0002831216679817,,No
10.1080/00228958.2016.1223995,,No
10.1111/pops.12394,,No
10.1080/03637751.2018.1467564,,No
10.1111/fare.12235,,No
10.1016/j.futures.2016.03.002,,No
10.1017/err.2018.12,,No
10.1037/cns0000137,,No
10.1002/acp.3352,,No
10.1111/pops.12449,,No
10.1371/journal.pone.0163156,,No
10.7203/metode.8.10005,,No
10.1007/978-3-658-19925-8_7,,No
10.1093/oso/9780190844073.003.0017,,No
10.1080/02691728.2018.1440022,,No
10.1371/journal.pone.0173606,,No
10.1002/acp.3309,,No
10.1017/XPS.2015.21,,No
10.1371/journal.pone.0181640,,No
10.1080/17512786.2016.1245110,,No
10.1080/09500693.2016.1195520,,No
10.1007/978-3-319-70703-7_1,,No
NA,,No
10.11645/11.1.2188,,No
10.1080/1461670X.2016.1196602,,No
NA,,No
10.1002/acp.3291,,No
10.3758/s13421-016-0597-8,,No
10.1037/cns0000148,,No
10.1111/jsr.12436,,No
10.1002/acp.3183,,No
10.1177/0002764217717565,,No
10.15244/pjoes/77049,,No
10.1002/acp.3320,,No
10.1007/s10803-018-3505-1,,No
NA,,No
NA,,No
10.1016/j.concog.2017.02.017,,No
10.3389/fpsyg.2018.01496,,No
10.4324/9781315142326,,No
10.1017/iop.2016.18,,No
10.1080/21689725.2017.1349618,,No
10.1017/S0007123415000253,,No
10.1093/joc/jqx022,,No
10.1080/14461242.2017.1383856,,No
10.1098/rsos.160802,,No
10.1590/1807-57622016.0254,,No
10.1080/09658211.2015.1117641,,No
10.1080/09658211.2016.1237653,,No
NA,,No
10.1007/978-3-319-24148-7_56,,No
10.22055/rals.2017.12610,,No
10.1177/1075547018793427,,No
10.1080/10410236.2017.1331308,,No
10.21464/sp33211,,No
10.1093/poq/nfw043,,No
10.31620/JCCC.12.18/06,,No
10.1007/s11896-015-9178-1,,No
10.1080/07393148.2015.1125119,,No
10.1523/JNEUROSCI.4720-13.2014,,No
10.1108/JME-05-2015-0014,,No
10.1007/s11077-013-9187-9,,No
NA,,No
10.1007/s11213-009-9146-8,,No
10.5964/ejop.v7i3.147,,No
10.4467/20834624SL.15.001.4890,,No
10.3758/CABN.10.3.339,,No
10.1002/acp.1694,,No
10.1016/j.socscimed.2012.04.011,,No
10.1080/15381501.2012.737213,,No
10.1111/jcom.12159,,No
NA,,No
10.1016/j.actpsy.2010.10.009,,No
10.1007/s11109-010-9112-2,,No
10.1002/acp.3157,,No
10.1007/s11229-011-9992-7,,No
10.18848/2324-755x/cgp/v08i03/53364,,No
10.1080/09658211.2013.864313,,No
10.1080/00918360903005295,,No
10.1177/0265378815595241,,No
10.1111/jcom.12163,,No
10.1111/ajps.12162,,No
10.1037/cep0000014,,No
10.1002/acp.1789,,No
10.1017/XPS.2014.22,,No
NA,,No
10.1002/acp.2845,,No
10.1145/2063576.2064036,,No
10.1017/epi.2013.43,,No
10.1093/poq/nft080,,No
10.1111/j.1467-9221.2009.00735.x,,No
10.1016/j.paid.2010.06.005,,No
10.1002/acp.1637,,No
10.2202/1540-8884.1354,,No
10.1016/j.nlm.2013.09.008,,No
10.1080/09658211.2013.779381,,No
10.1177/1529100612451018,,No
NA,,No
10.1080/01442872.2014.886679,,No
10.1177/0956797610366082,,No
10.3758/s13421-013-0358-x,,No
10.1111/jcom.12167,,No
NA,,No
10.1007/s11109-014-9287-z,,No
10.2478/ppb-2013-0009,,No
10.1111/j.1467-9221.2012.00935.x,,No
10.1080/02684527.2011.604203,,No
10.1016/B978-0-08-097086-8.51016-2,,No
10.1016/j.actpsy.2014.06.006,,No
NA,,No
10.1080/02699931.2014.887000,,No
10.1007/978-94-007-6527-6_29,,No
10.1177/1350508411416401,,No
10.1177/0142723715609229,,No
10.1179/2051618514Y.0000000006,,No
10.1146/annurev.psych.093008.100455,,No
10.1037/a0021204,,No
10.1002/etc.2817,,No
10.1016/j.socscimed.2014.02.035,,No
10.1016/j.actpsy.2011.12.004,,No
10.1371/journal.pone.0134739,,No
10.1017/CBO9780511676345.008,,No
10.1016/j.cogdev.2013.01.012,,No
10.1002/acp.1595,,No
10.1177/194008291200500204,,No
10.1002/acp.3024,,No
10.1080/01402390.2010.498262,,No
10.1177/2158244014547875,,No
NA,,No
10.1002/acp.1652,,No
10.1016/j.actpsy.2013.11.007,,No
10.1080/20445911.2013.769440,,No
10.1016/j.actpsy.2009.08.004,,No
10.1016/j.cognition.2010.08.014,,No
10.1037/xge0000127,,No
10.1016/B978-0-08-097086-8.51033-2,,No
10.1080/2154896X.2015.1040257,,No
10.1111/jcom.12164,,No
10.1016/j.cognition.2012.07.009,,No
10.1002/acp.2953,,No
10.1037/a0016652,,No
10.1108/00242531011065091,,No
10.1016/j.appdev.2009.11.007,,No
10.1002/acp.1784,,No
10.1029/2012WR012181,,No
10.1093/oxfordhb/9780195375886.003.0014,,No
10.1371/journal.pone.0118093,,No
10.1111/jcom.12165,,No
10.1016/B978-1-85617-746-7.00028-6,,No
10.1371/journal.pone.0094093,,No
10.1080/13183222.2014.11009136,,No
10.1108/S1876-0562(2013)0000008010,,No
10.1080/09658211.2013.778291,,No
10.3197/096327115X14420732702572,,No
10.1016/j.acalib.2015.07.003,,No
10.3758/BF03193073,,No
10.1300/J381v07n03_03,,No
NA,,No
10.1007/BF00310181,,No
10.1111/j.1365-2923.1986.tb01183.x,,No
10.4324/9780203869390-20,,No
10.1037/h0087198,,No
10.1006/obhd.1995.1045,,No
10.1207/S15327027HC1401_5,,No
10.1348/000712600161781,,No
10.1207/s15324834basp2803_1,,No
10.1002/acp.1145,,No
10.1111/j.1759-5436.1994.mp25002008.x,,No
10.1037/0021-9010.80.5.621,,No
NA,,No
10.1016/j.cogdev.2004.06.001,,No
NA,,No
NA,,No
10.1080/13825570802420909,,No
NA,,No
10.1080/02560040903016891,,No
10.1016/S0193-3973(99)80054-9,,No
10.1080/09658210802623950,,No
10.1521/soco.2007.25.1.203,,No
10.1006/ccog.1994.1025,,No
10.1080/02673843.1995.9747780,,No
10.1002/acp.886,,No
10.1300/J455v02n03_04,,No
NA,,No
10.1080/08878730902755523,,No
10.1111/j.1745-3984.1985.tb01046.x,,No
10.1016/j.actpsy.2006.03.009,,No
10.1300/J120v35n74_09,,No
10.1177/0146621697211006,,No
10.1016/j.actpsy.2007.06.001,,No
10.1002/acp.1013,,No
10.1111/0022-3816.00033,,No
NA,,No
10.1080/09658210701363146,,No
10.1080/02602930410001689153,,No
10.1002/acp.1301,,No
10.2190/IC.28.2.d,,No
NA,,No
NA,,No
10.1016/S0191-8869(01)00135-0,,No
10.1348/026151001166227,,No
10.1016/S0885-2014(99)00013-1,,No
10.1002/(SICI)1099-0720(199706)11:3<233::AID-ACP447>3.0.CO;2-V,,No
10.1002/(SICI)1099-0720(199912)13:6<541::AID-ACP618>3.0.CO;2-5,,No
10.2307/2137904,,No
10.1016/0277-9536(86)90327-8,,No
10.1111/j.0963-7214.2006.00405.x,,No
10.1177/106591299905200205,,No
10.1080/09658210050117708,,No
10.1002/1099-0720(200011/12)14:6<509::AID-ACP668>3.0.CO;2-W,,No
10.1080/01495930802185692,,No
10.1002/bdm.3960040207,,No
10.1080/14681810802639830,,No
10.1111/1467-9280.01422,,No
10.1080/02783190609554370,,No
10.1037/1076-898X.14.3.255,,No
10.1002/acp.1376,,No
10.1080/02560040903251019,,No
10.1002/acp.879,,No
10.1300/J009v09n02_04,,No
10.1016/j.paid.2007.05.001,,No
10.1037/h0059846,,No
10.1007/BF02686856,,No
10.1177/0021909608089256,,No
10.1016/0277-9536(89)90279-7,,No
10.1007/BF03395459,,No
10.1177/014662168000400109,,No
10.1016/0277-9536(95)80014-B,,No
10.1016/j.actpsy.2009.02.008,,No
10.1080/10999940903088952,,No
10.1016/0193-3973(81)90014-9,,No
10.1007/BF02438164,,No
10.1207/s1532480xads0202_4,,No
10.1080/03057070601136673,,No
10.3758/BF03197083,,No
NA,,No
10.3758/BF03202511,,No
10.1006/jecp.1995.1038,,No
10.1017/CBO9780511581199.010,,No
10.2307/2060253,,No
10.1016/j.jesp.2004.11.005,,No
10.1016/j.jecp.2005.05.002,,No
NA,,No
10.3758/BF03193059,,No
10.3758/BF03210558,,No
10.1027/1015-5759.23.3.185,,No
10.1080/0950069930150502,,No
10.1037/1076-898X.9.3.187,,No
10.1002/acp.965,,No
10.1111/j.0956-7976.2005.00802.x,,No
10.1037/1076-898X.7.1.27,,No
10.1046/j.1365-2923.2002.01299.x,,No
