screening,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
,41,M Mayo-Cubero,"News sections, journalists and information sources in the journalistic coverage of crises and emergencies in Spain",2020,Profesional de la información,revista.profesionaldelainformacion …,https://revista.profesionaldelainformacion.com/index.php/EPI/article/view/78629,"https://scholar.google.com/scholar?cites=13595488807204204119&as_sdt=2005&sciodt=0,5&hl=en",550,3/2/23 10:43,,,,,,,,,41,13.67,41,1,3,"… reveals that the editors give the same credibility as a source of information to the government as it does to the victims in the current context of misinformation, fake news and hoaxes. It is …",https://revista.profesionaldelainformacion.com/index.php/EPI/article/download/epi.2020.mar.11/48537,"https://scholar.google.com/scholar?q=related:V640xQnhrLwJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,22,"AS Ogbette, MO Idam, AO Kareem, ...","Fake news in Nigeria: Causes, effects and management",2019,Information and …,researchgate.net,https://www.researchgate.net/profile/Afamefuna-Ogbette/publication/331453395_Fake_News_in_Nigeria_Causes_Effects_and_Management/links/5c7988c792851c69504c1cbb/Fake-News-in-Nigeria-Causes-Effects-and-Management.pdf,"https://scholar.google.com/scholar?cites=8014815295815529728&as_sdt=2005&sciodt=0,5&hl=en",551,3/2/23 10:43,PDF,,,,,,,,22,5.50,6,4,4,… The spread of the fake news phenomenon on the internet is caused by the internet’s ever connected nature and the preference for speed over accuracy. Because internet content …,https://www.researchgate.net/profile/Afamefuna-Ogbette/publication/331453395_Fake_News_in_Nigeria_Causes_Effects_and_Management/links/5c7988c792851c69504c1cbb/Fake-News-in-Nigeria-Causes-Effects-and-Management.pdf,"https://scholar.google.com/scholar?q=related:ALVzFwxYOm8J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,10,FLF Lee,Social media and the spread of fake news during a social movement: The 2019 Anti-ELAB protests in Hong Kong,2020,Communication and the Public,journals.sagepub.com,https://journals.sagepub.com/doi/pdf/10.1177/2057047320969437,"https://scholar.google.com/scholar?cites=12427378291115302788&as_sdt=2005&sciodt=0,5&hl=en",552,3/2/23 10:43,,10.1177/2057047320969437,,,,,,,10,3.33,10,1,3,"… to the proliferation of fake news and rumors. What are the possible consequences of belief in fake news? Obviously, beliefs in different kinds of fake news may influence people’s overall …",,"https://scholar.google.com/scholar?q=related:hB9Uc7bqdqwJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,18,"S Rathje, J Roozenbeek, CS Traberg, JJ Van Bavel, ...",Letter to the editors of Psychological Science: meta-analysis reveals that accuracy nudges have little to no effect for US conservatives: regarding Pennycook et …,2022,,psyarxiv.com,https://psyarxiv.com/945na/download?format=pdf,"https://scholar.google.com/scholar?cites=3931551544306477219&as_sdt=2005&sciodt=0,5&hl=en",553,3/2/23 10:43,PDF,,,,,,,,18,18.00,4,5,1,… Less than you think: Prevalence and predictors of fake news dissemination on Facebook. … of fake news. Journal of Experimental Psychology: General. Advance online publication. …,https://psyarxiv.com/945na/download?format=pdf,"https://scholar.google.com/scholar?q=related:o6iGnkytjzYJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,33,"K Dalkir, R Katz","Navigating fake news, alternative facts, and misinformation in a post-truth world",2020,,books.google.com,https://books.google.com/books?hl=en&lr=&id=RLzTDwAAQBAJ&oi=fnd&pg=PR1&dq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&ots=BMp4WwMdua&sig=e8tebN8eETx_wiK1xLDdcg2r-iY,"https://scholar.google.com/scholar?cites=5891066439250157628&as_sdt=2005&sciodt=0,5&hl=en",554,3/2/23 10:43,BOOK,,,,,,,,33,11.00,17,2,3,"… workshops, and algorithms that can detect fake news dissemination patterns in social media. While highlighting topics including source credibility, share culture, and media literacy, this …",,"https://scholar.google.com/scholar?q=related:PCC727ZFwVEJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,11,"B Probierz, P Stefański, J Kozak",Rapid detection of fake news based on machine learning methods,2021,Procedia Computer Science,Elsevier,https://www.sciencedirect.com/science/article/pii/S187705092101797X,"https://scholar.google.com/scholar?cites=6254895137849121213&as_sdt=2005&sciodt=0,5&hl=en",555,3/2/23 10:43,,,,,,,,,11,5.50,4,3,2,"… and manual identification of fake news, where the model results achieved comparable accuracy to the human ability to detect fake news. The second group of fake news is satirical …",https://www.sciencedirect.com/science/article/pii/S187705092101797X/pdf?md5=680ebc43a3691188ee0c105ed8c08ada&pid=1-s2.0-S187705092101797X-main.pdf,"https://scholar.google.com/scholar?q=related:vZnQ7vzZzVYJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,96,"S Hosseinimotlagh, EE Papalexakis",Unsupervised content-based identification of fake news articles with tensor decomposition ensembles,2018,Proceedings of the Workshop on …,cs.ucr.edu,https://www.cs.ucr.edu/~epapalex/papers/wsdm18-mis2-fakenews.pdf,"https://scholar.google.com/scholar?cites=4021239448148063661&as_sdt=2005&sciodt=0,5&hl=en",556,3/2/23 10:43,PDF,,,,,,,,96,19.20,48,2,5,"… we accurately distinguish di erent categories of false news, solely based on the content? In … , and highaccuracy groups of articles that belong to di erent categories of false news. We …",https://www.cs.ucr.edu/~epapalex/papers/wsdm18-mis2-fakenews.pdf,"https://scholar.google.com/scholar?q=related:rTWn__hPzjcJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,24,G Simons,Fake News:: As the Problem or a Symptom of a Deeper Problem?,2018,Образ,diva-portal.org,https://www.diva-portal.org/smash/get/diva2:1181745/FULLTEXT01.pdf,"https://scholar.google.com/scholar?cites=5591899152636910919&as_sdt=2005&sciodt=0,5&hl=en",557,3/2/23 10:43,PDF,,,,,,,,24,4.80,24,1,5,"… The measure of effect of fake news is found in the credibility of the messenger and the level of resonance with the intended target audience, which relies on a combination of timing and …",https://www.diva-portal.org/smash/get/diva2:1181745/FULLTEXT01.pdf,"https://scholar.google.com/scholar?q=related:Rx279KZqmk0J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,2,"A Modirrousta-Galian, PA Higham",How effective are gamified fake news interventions? Reanalyzing existing research with signal detection theory,2022,,psyarxiv.com,https://psyarxiv.com/4bgkd/download?format=pdf,"https://scholar.google.com/scholar?cites=16976025940080677062&as_sdt=2005&sciodt=0,5&hl=en",558,3/2/23 10:43,PDF,,,,,,,,2,2.00,1,2,1,"… For example, discrimination would improve if belief in fake news decreases while belief in … effects on both true and fake news by, for example, reducing belief in all news regardless of …",https://psyarxiv.com/4bgkd/download?format=pdf,"https://scholar.google.com/scholar?q=related:xlBTUKb1lusJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,32,"R Gunther, PA Beck, EC Nisbet",Fake news” and the defection of 2012 Obama voters in the 2016 presidential election,2019,Electoral studies,topicminer.hse.ru,https://topicminer.hse.ru/rsf2019/literature/fakenews/Gunther%2520et%2520al_2019_%25E2%2580%259CFake%2520news%25E2%2580%259D%2520and%2520the%2520defection%2520of%25202012%2520Obama%2520voters%2520in%2520the%25202016%2520presidential.pdf,"https://scholar.google.com/scholar?cites=4225458785280674939&as_sdt=2005&sciodt=0,5&hl=en",559,3/2/23 10:43,PDF,,,,,,,,32,8.00,11,3,4,"… between belief in fake news and … belief in fake news and the vote would be the reverse of what we have assumed to this point, and any statistical association between belief in fake news …",https://topicminer.hse.ru/rsf2019/literature/fakenews/Gunther%2520et%2520al_2019_%25E2%2580%259CFake%2520news%25E2%2580%259D%2520and%2520the%2520defection%2520of%25202012%2520Obama%2520voters%2520in%2520the%25202016%2520presidential.pdf,"https://scholar.google.com/scholar?q=related:e0y1tWDYozoJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,60,"FKA Salem, R Al Feel, S Elbassuoni, M Jaber, ...",Fa-kes: A fake news dataset around the syrian war,2019,Proceedings of the …,ojs.aaai.org,https://ojs.aaai.org/index.php/ICWSM/article/view/3254,"https://scholar.google.com/scholar?cites=11575111427423094300&as_sdt=2005&sciodt=0,5&hl=en",560,3/2/23 10:43,,,,,,,,,60,15.00,12,5,4,"… , we believe a fake news dataset specifically constructed … accuracy of our fact-checking labeling approach outlined above, a set of 50 articles were also manually assessed for credibility …",https://ojs.aaai.org/index.php/ICWSM/article/download/3254/3122,"https://scholar.google.com/scholar?q=related:HEYeA4QOo6AJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,20,"KM Yazdi, AM Yazdi, S Khodayi, J Hou, ...",Improving fake news detection using k-means and support vector machine approaches,2020,… of Electronics and …,publications.waset.org,http://publications.waset.org/10011058/improving-fake-news-detection-using-k-means-and-support-vector-machine-approaches,"https://scholar.google.com/scholar?cites=4807527569636112196&as_sdt=2005&sciodt=0,5&hl=en",561,3/2/23 10:43,,,,,,,,,20,6.67,4,5,3,"… The dimensions of the fake news datasets are growing … all clusters, and finally, fake news is classified based on the final … other hand, the classification accuracy increased because of the …",,"https://scholar.google.com/scholar?q=related:RLcObNrEt0IJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,11,"K Shu, G Zheng, Y Li, S Mukherjee, ...",Early detection of fake news with multi-source weak social supervision,2021,Machine Learning and …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-67664-3_39,"https://scholar.google.com/scholar?cites=15342320608759177415&as_sdt=2005&sciodt=0,5&hl=en",562,3/2/23 10:43,,10.1007/978-3-030-67664-3_39,,,,,,,11,5.50,2,5,2,"… vulnerable to fake news, are more likely to spread fake news [27]. To measure user credibility, … size as the credibility score. Accordingly, we define the following weak labeling function: …",http://www.cs.iit.edu/~kshu/files/ecml_pkdd_mwss.pdf,"https://scholar.google.com/scholar?q=related:x-A-e07f6tQJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,56,"B Ghanem, P Rosso, F Rangel",Stance detection in fake news a combined feature representation,2018,… of the first workshop on fact …,aclanthology.org,https://aclanthology.org/W18-5510/,"https://scholar.google.com/scholar?cites=17506915253858359714&as_sdt=2005&sciodt=0,5&hl=en",563,3/2/23 10:43,,,,,,,,,56,11.20,19,3,5,"… As a result, their approach achieved the highest accuracy … fake news and rumors detection are slightly different, since both phenomena were studied in different environment. Fake news …",https://aclanthology.org/W18-5510.pdf,"https://scholar.google.com/scholar?q=related:olkY86oO9fIJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,310,"Á Figueira, L Oliveira",The current state of fake news: challenges and opportunities,2017,Procedia computer science,Elsevier,https://www.sciencedirect.com/science/article/pii/S1877050917323086,"https://scholar.google.com/scholar?cites=1209818432831380279&as_sdt=2005&sciodt=0,5&hl=en",564,3/2/23 10:43,,,,,,,,,310,51.67,155,2,6,"… of accuracy using available libraries like those provided by the IBM Watson infrastructure or by StanfordNLP (or by many other), we might always argue that the accuracy … 90% accuracy …",https://www.sciencedirect.com/science/article/pii/S1877050917323086/pdf?md5=e0b1009ff82dbfe0bc777c1fc003f283&pid=1-s2.0-S1877050917323086-main.pdf,"https://scholar.google.com/scholar?q=related:N1uia3QjyhAJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,98,"F Torabi Asr, M Taboada",Big Data and quality data for fake news and misinformation detection,2019,Big Data &Society,journals.sagepub.com,https://journals.sagepub.com/doi/pdf/10.1177/2053951719843310,"https://scholar.google.com/scholar?cites=14889602811148373531&as_sdt=2005&sciodt=0,5&hl=en",565,3/2/23 10:43,PDF,10.1177/2053951719843310,,,,,,,98,24.50,49,2,4,"… We provide a comprehensive account of fake news detection as … general classes of algorithms, fake news articles are detectable, … belief that they played a role in abetting, or at least not …",https://journals.sagepub.com/doi/pdf/10.1177/2053951719843310,"https://scholar.google.com/scholar?q=related:Gw4oRd5-os4J:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,22,"Y Yanagi, R Orihara, Y Sei, Y Tahara, ...",Fake news detection with generated comments for news articles,2020,2020 IEEE 24th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9147195/,"https://scholar.google.com/scholar?cites=3476060154349302900&as_sdt=2005&sciodt=0,5&hl=en",566,3/2/23 10:43,,,,,,,,,22,7.33,4,5,3,"… We propose a fake news detector with the ability to generate fake social contexts, … credibility by news text and generated comments. This model is modified from generating fake news …",https://easychair-www.easychair.org/publications/preprint_download/s9zm,"https://scholar.google.com/scholar?q=related:dDThHUtyPTAJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
,369,"SM Jones-Jang, T Mortensen, ...","Does media literacy help identification of fake news? Information literacy helps, but other literacies don't",2021,American behavioral …,journals.sagepub.com,https://journals.sagepub.com/doi/pdf/10.1177/0002764219869406,"https://scholar.google.com/scholar?cites=13473781200673613214&as_sdt=2005&sciodt=0,5&hl=en",567,3/2/23 10:43,,10.1177/0002764219869406,,,,,,,369,184.50,123,3,2,… developing ways to assess the accuracy of information. Such issues of accuracy in media diets have received particular attention due to the sudden rise of fake news over the 2016 US …,https://www.researchgate.net/profile/Mo-Jones-Jang/publication/335352499_Does_Media_Literacy_Help_Identification_of_Fake_News_Information_Literacy_Helps_but_Other_Literacies_Don't/links/5d5fe26ea6fdccc32cca0da3/Does-Media-Literacy-Help-Identification-of-Fake-News-Information-Literacy-Helps-but-Other-Literacies-Dont.pdf,"https://scholar.google.com/scholar?q=related:nqV8Z518_LoJ:scholar.google.com/&scioq=%22fake+news%22%7C%22false+news%22%7C%22false+stor*%22+%22accuracy%22%7C%22discernment%22%7C%22credibility%22%7C%22belief%22%7C%22suceptib*%22&hl=en&as_sdt=0,5&as_vis=1"
