StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention_check,electrons_know,electrons_accept,antibiotics_know,"antibiotics_accept ",continents_know,continents_accept,sex_know,sex_accept,lasers_know,lasers_accept,orbit_know,orbit_accept,diamonds_know,diamonds_accept,speed_know,speed_accept,salt_know,salt_accept,trees_know,trees_accept,water_know,water_accept,Q1,CMQ_1,CMQ_2,CMQ_3,CMQ_4,CMQ_5,SICBS,BCTI_intro,BCTI_apollo,BCTI_cancer,BCTI_viruses,BCTI_climatechange,BCTI_flatearth,"BCTI_autism ","BCTI_polio ",BCTI_alien,BCTI_hydorxychlor,BCTI_evolution,wgm_scientists,wgm_sciencegeneral,pew,Q1,education,comments,PROLIFIC_PID
2024-03-05 18:12:31,2024-03-05 18:20:52,IP Address,66.116.36.18,100,500,True,2024-03-05 18:20:53,R_3pixrfqYhel4tCF,,,,,39.7116,-88.4555,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,,100,50,0,100,100,Completely true 9,,Unsure 5," 6",Completely true 9," 2",Completely false 1,Unsure 5,Unsure 5,Unsure 5,Unsure 5," 2",Some 3,Some 3," 3",,2-year College Degree,,581e0aee4182b600017307ea
2024-03-05 18:14:11,2024-03-05 18:20:55,IP Address,68.119.215.59,100,403,True,2024-03-05 18:20:55,R_5g8ulUgFVbwctip,,,,,35.7113,-82.5467,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,,10,70,0,0,0," 3",,Completely false 1,Completely false 1," 2"," 2",Completely false 1," 4"," 4"," 6",Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,no,6412285c18716831333d53b3
2024-03-05 18:13:09,2024-03-05 18:20:58,IP Address,99.132.235.78,100,469,True,2024-03-05 18:20:59,R_5DG37myc5wgOFoU,,,,,41.6078,-87.7524,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,,40,70,20,10,10," 4",,Completely false 1," 2",Completely false 1," 3",Completely false 1," 4",Unsure 5," 7"," 3",Completely false 1,Some 3,Some 3," 4",,High School / GED,,62e0532289a4e5d9fedadde1
2024-03-05 18:13:04,2024-03-05 18:21:00,IP Address,174.203.4.1,100,475,True,2024-03-05 18:21:00,R_3ta3yJClm6fNDGK,,,,,29.7953,-95.4968,anonymous,EN,I give my informed consent to participate in this study.,Never 1,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,90,80,80,50,60," 6",,Completely false 1," 3",Unsure 5," 2",Completely false 1," 4"," 3",Unsure 5," 3",Completely false 1,Some 3,Some 3," 3",,Master's Degree,None.,65958ae0e675d0fc37233c78
2024-03-05 18:13:08,2024-03-05 18:21:02,IP Address,75.69.154.246,100,473,True,2024-03-05 18:21:02,R_54dENdR3YxzE18Z,,,,,43.3044,-70.9794,anonymous,EN,I give my informed consent to participate in this study.,Never 1,,,FALSE,No,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,100,90,70,100,100,Completely true 9,," 8"," 8"," 8",Completely false 1,Completely false 1," 7"," 7",Completely true 9,Unsure 5,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,638a3fd5992f01b81d0e1e93
2024-03-05 18:14:16,2024-03-05 18:21:08,IP Address,76.142.26.51,100,411,True,2024-03-05 18:21:09,R_7IyKfjTRTAqONRn,,,,,29.6856,-95.1186,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,FALSE,No,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,0,0,20,20,0," 2",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1," 7",Completely false 1,Completely false 1,A lot 4,A lot 4," 4",,High School / GED,"none, tysm!",5c8db07eb1f89a0016777fe0
2024-03-05 18:12:37,2024-03-05 18:21:10,IP Address,173.47.186.161,100,513,True,2024-03-05 18:21:11,R_68OQsyRtuOjj9a9,,,,,35.4123,-99.425,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,,,FALSE,No,FALSE,No,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,FALSE,Yes,FALSE,No,FALSE,No,,100,100,100,0,100,Completely true 9,,Completely true 9,Completely true 9,Completely false 1,Completely true 9,Completely false 1,Completely true 9,Completely false 1,Completely false 1,Completely false 1,Completely true 9,Not at all 1,Not at all 1,No confidence at all 1,,High School / GED,"Not virus, just metals/DDT. And I think it would be impossible for dinosaurs to have sex with the way they are shaped.",5d8a29c082fec30001d9c24a
2024-03-05 18:12:56,2024-03-05 18:21:18,IP Address,12.3.112.40,100,502,True,2024-03-05 18:21:19,R_1jSCOvffWjJeNZk,,,,,29.6856,-95.1186,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,FALSE,Yes,FALSE,Yes,TRUE,Yes,,20,30,10,0,10," 3",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Master's Degree,,62dc2f6e1e5f78dd81cb4920
2024-03-05 18:13:16,2024-03-05 18:21:22,IP Address,107.205.70.251,100,486,True,2024-03-05 18:21:23,R_6dYoCzGwnQwVj8R,,,,,38.9093,-90.16,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,0,80,0,70,70," 6",," 7",Completely false 1,Completely true 9,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely true 9,Unsure 5,Completely false 1,Some 3,Some 3," 4",,3- or 4-year College Degree,none,62b07fada18474adc21fa4b1
2024-03-05 18:18:17,2024-03-05 18:21:23,IP Address,99.22.140.17,100,186,True,2024-03-05 18:21:24,R_5nRIDX7ztsZGBK9,,,,,38.4957,-121.5348,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,0,60,70,0,0,Completely false 1,,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,A lot 4,A lot 4," 4",,2-year College Degree,,5c395df5f5ebd50001850900
2024-03-05 18:12:48,2024-03-05 18:21:29,IP Address,35.140.33.169,100,520,True,2024-03-05 18:21:29,R_6i5S2A6CoUjLW3D,,,,,27.543,-82.5602,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,60,70,20,10,20," 6",,Completely false 1,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,Completely false 1," 2",Unsure 5,Completely false 1,A lot 4,A lot 4," 4",,Some College,I think scientists are acting in the best interests of science rather than the community directly. An unethical scientist could advance scientific knowledge while hurting humanity.,6543af41fa050ffdafe97939
2024-03-05 18:12:33,2024-03-05 18:21:32,IP Address,71.9.161.111,100,539,True,2024-03-05 18:21:32,R_3jdISS4zQTdFRQ2,,,,,36.1732,-85.4536,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,FALSE,Yes,TRUE,Yes,,100,90,50,50,70," 8",,Completely false 1,Completely false 1," 6"," 2",Completely false 1,Completely false 1,Completely false 1," 8"," 2",Completely false 1,Some 3,A lot 4," 3",,2-year College Degree,,5b20fb104c72120001f26359
2024-03-05 18:12:49,2024-03-05 18:21:40,IP Address,207.255.87.33,100,530,True,2024-03-05 18:21:40,R_5dFgU1EZKZoQkae,,,,,40.5076,-78.3925,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,FALSE,Yes,TRUE,Yes,,80,70,60,50,60,Unsure 5,," 3"," 3"," 7"," 3"," 2",Unsure 5,Unsure 5," 6"," 4"," 3",Some 3,Some 3," 4",,High School / GED,Mo Thanks,63da9d744c860382808770bd
2024-03-05 18:12:39,2024-03-05 18:21:41,IP Address,73.221.81.177,100,541,True,2024-03-05 18:21:42,R_5nNsR2wkxnw3Pqd,,,,,47.1016,-123.0591,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,TRUE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,,80,90,20,40,50," 7",,Unsure 5," 4"," 3",Completely false 1,Completely false 1," 2",Unsure 5," 6",Completely false 1,Completely false 1,Some 3,A lot 4," 4",,High School / GED,,5cba9a8a214b1a0016ccf708
2024-03-05 18:13:05,2024-03-05 18:21:54,IP Address,172.100.100.83,100,529,True,2024-03-05 18:21:55,R_32mhJeI9pRQqaRx,,,,,42.6701,-73.7754,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,FALSE,Yes,TRUE,Yes,,80,80,90,50,90," 6",,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,65cb9647cc2e13efe96b4cf0
2024-03-05 18:12:30,2024-03-05 18:22:01,IP Address,72.221.61.224,100,570,True,2024-03-05 18:22:01,R_53viWadU8weTHik,,,,,35.4563,-94.3298,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,80,100,100,30,70," 7",," 7"," 6",Unsure 5," 7",Completely false 1," 7",Unsure 5,Unsure 5," 7",Completely false 1,Not much 2,Not much 2,No confidence at all 1,,Some College,"I appreciate science but understand that if scientists don't go along with what investors/govt want they won't receive grants for funding. I also very recently lived through several years of gaslighting about covid. While I realize I'm not the sharpest tool in the shed, I'm not a total idiot. Things that were censored at the beginning of the pandemic are now allowed to be discussed freely. Science should be publicly debated otherwise it isn't science.",65e388e996fa56c247bc1c98
2024-03-05 18:13:06,2024-03-05 18:22:01,IP Address,172.56.87.205,100,535,True,2024-03-05 18:22:02,R_6JEkpktzF2lFmyn,,,,,33.508,-112.0995,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,90,90,80,80,100," 7",,Unsure 5,Unsure 5,Unsure 5,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely true 9,Unsure 5,Completely false 1,A lot 4,A lot 4," 4",,3- or 4-year College Degree,it was interesting,613929236e3092c6bad219ab
2024-03-05 18:16:47,2024-03-05 18:22:14,IP Address,162.221.131.69,100,326,True,2024-03-05 18:22:14,R_61bp9BuDc03c5IU,,,,,36.4679,-83.5543,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,No,TRUE,Yes,TRUE,Yes,FALSE,No,FALSE,No,TRUE,Yes,FALSE,No,FALSE,No,,,TRUE,Yes,TRUE,Yes,,20,40,10,10,10," 3",,Completely false 1,Completely false 1," 7",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely true 9,Completely false 1,Completely false 1,Some 3,Some 3," 4",,High School / GED,Everything in the study was good I enjoyed taking it,5d42486206811e001ada5b4b
2024-03-05 18:13:02,2024-03-05 18:22:24,IP Address,23.124.178.134,100,561,True,2024-03-05 18:22:24,R_3SeueempXwS3mvv,,,,,35.6173,-87.0317,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,60,80,40,50,80," 7",," 6",Completely true 9," 7",Completely true 9," 2"," 7"," 4"," 4",Completely true 9," 6",Some 3,Some 3," 3",,2-year College Degree,none,5fc6e3a0040c3f0e7cb45c8a
2024-03-05 18:12:37,2024-03-05 18:22:44,IP Address,32.218.239.156,100,607,True,2024-03-05 18:22:44,R_6IVH9c9qLD3osD9,,,,,41.217,-73.0552,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,FALSE,Yes,FALSE,Yes,TRUE,Yes,,50,40,40,50,50,Unsure 5,,Completely false 1,Unsure 5," 4"," 3",Unsure 5," 3"," 4"," 3",Unsure 5," 4",Some 3,Some 3," 3",,Some College,,5ff591cba89e1b000bfb9852
2024-03-05 18:12:57,2024-03-05 18:22:44,IP Address,108.181.3.156,100,587,True,2024-03-05 18:22:45,R_10jCKGxuxPBKCtv,,,,,34.0544,-118.2441,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,80,80,80,80,80," 6",,Unsure 5," 3"," 7"," 2",Completely false 1,Unsure 5,Unsure 5," 3",Unsure 5," 7",Not much 2,Some 3," 3",,3- or 4-year College Degree,good study,650f31c40fc72d4ffb4d4c03
2024-03-05 18:17:53,2024-03-05 18:22:47,IP Address,70.177.156.126,100,294,True,2024-03-05 18:22:48,R_6Wf0O0REOlxEkHn,,,,,32.5938,-83.642,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,40,60,30,10,10,Unsure 5,,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Some 3,Some 3," 4",,Doctoral Degree,"Thanks for the opportunity! ",655f95ffd90905e27c938a49
2024-03-05 18:13:07,2024-03-05 18:22:54,IP Address,173.53.62.130,100,587,True,2024-03-05 18:22:55,R_5zFN7bzSLglRH6v,,,,,37.528,-77.4374,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,,70,80,70,30,20," 6",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Some 3,Some 3," 4",,Some College,,5da689dc1ce19b0016500435
2024-03-05 18:12:51,2024-03-05 18:23:08,IP Address,204.111.137.39,100,616,True,2024-03-05 18:23:08,R_3OO5zL1JDyd2oqG,,,,,38.1551,-79.0608,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,FALSE,No,FALSE,No,TRUE,Yes,TRUE,No,FALSE,No,FALSE,Yes,,,,60,60,20,40,50," 4",,Unsure 5," 7"," 7",Unsure 5,Completely false 1," 4"," 4"," 7"," 3"," 4",Not much 2,Not much 2," 2",,High School / GED,,63e63f77c742a91baf498dd0
2024-03-05 18:19:05,2024-03-05 18:23:09,IP Address,172.59.76.70,100,243,True,2024-03-05 18:23:09,R_6DIod3FVCB9eWSa,,,,,39.112,-94.5214,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,90,60,20,40,70," 6",," 2",Completely false 1," 3"," 2",Completely false 1,Completely false 1," 2"," 2"," 2",Completely false 1,A lot 4,A lot 4," 4",,3- or 4-year College Degree,No,63d181019036d598f33bfe33
2024-03-05 18:13:06,2024-03-05 18:23:15,IP Address,74.102.196.234,100,609,True,2024-03-05 18:23:16,R_7KT6Lcg86OraOhx,,,,,40.7667,-74.0311,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,FALSE,Yes,FALSE,Yes,TRUE,Yes,,10,90,60,10,20," 6",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1," 3",Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,5e1fa60088eb2e2d97c4a4a7
2024-03-05 18:13:18,2024-03-05 18:23:32,IP Address,216.245.127.154,100,614,True,2024-03-05 18:23:33,R_1rX9eozNPZo9YE9,,,,,34.1263,-90.0044,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,30,100,40,10,10," 3",,Completely false 1,Completely false 1," 4",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4," 3",,2-year College Degree,,5e84bd7c34d5d9072128fac1
2024-03-05 18:17:24,2024-03-05 18:24:02,IP Address,69.138.18.116,100,397,True,2024-03-05 18:24:02,R_7tVYxQr9ilvUVW1,,,,,39.4447,-76.6622,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,,70,10,30,30,10,Unsure 5,,Completely false 1," 2",Unsure 5," 6",Completely false 1," 6",Unsure 5," 6"," 2",Completely false 1,Some 3,Some 3," 4",,3- or 4-year College Degree,,6544ff9e0fb2eaaf83e2de5c
2024-03-05 18:13:08,2024-03-05 18:25:03,IP Address,76.88.98.41,100,714,True,2024-03-05 18:25:03,R_1TuRHcZQxf1ZY7X,,,,,32.8246,-117.1971,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,,100,80,20,20,10," 4",,Completely false 1," 3"," 3"," 2",Completely false 1,Completely false 1,Completely false 1," 6"," 3",Completely false 1,A lot 4,A lot 4," 4",,3- or 4-year College Degree,,65c128df79c460e6c2c07adc
2024-03-05 18:14:19,2024-03-05 18:25:11,IP Address,75.60.1.88,100,651,True,2024-03-05 18:25:11,R_6aETQxZgncnoI9z,,,,,33.9955,-84.6581,anonymous,EN,I give my informed consent to participate in this study.,Never 1,,,TRUE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,,30,60,60,40,30," 4",,Completely false 1,Completely false 1," 4",Completely false 1,Completely false 1," 2",Completely false 1," 6"," 4",Completely false 1,Some 3,Some 3," 4",,3- or 4-year College Degree,,65a54cf6f170aa984b7014fe
2024-03-05 18:13:18,2024-03-05 18:25:19,IP Address,174.210.239.7,100,721,True,2024-03-05 18:25:19,R_5b3et9BCm2hivSN,,,,,42.3327,-83.0495,anonymous,EN,I give my informed consent to participate in this study.," 3",FALSE,No,FALSE,Yes,,,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,80,90,100,100,90,Completely true 9,,Completely true 9,Completely true 9," 7",Completely true 9,Completely false 1," 4"," 7"," 6"," 7",Completely false 1,Some 3,Some 3," 4",,Doctoral Degree,the survey is intresting,65d7560322f73f770ddf489b
2024-03-05 18:22:37,2024-03-05 18:25:43,IP Address,98.228.183.233,100,186,True,2024-03-05 18:25:44,R_6vgMXTbyeunr6JH,,,,,41.9014,-88.7515,anonymous,EN,I give my informed consent to participate in this study.,Never 1,,,TRUE,Yes,TRUE,Yes,FALSE,No,FALSE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,80,70,50,70,60," 6",," 7"," 3",Unsure 5," 6",Completely false 1," 7"," 2"," 4",Completely true 9,Completely false 1,Some 3,A lot 4," 3",,2-year College Degree,,58935d5d4d77be0001689f14
2024-03-05 18:14:30,2024-03-05 18:25:50,IP Address,98.54.203.214,100,680,True,2024-03-05 18:25:51,R_6Ny2gtT5eVGqCyz,,,,,35.0848,-89.8014,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,No,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,90,90,70,70,80,Completely true 9,," 8"," 8"," 8",Completely true 9,Completely false 1,Completely false 1," 6"," 7"," 7"," 6",Some 3,Some 3," 4",,Some College,The study was great.,63bed6e176fba857a47fbaff
2024-03-05 18:13:45,2024-03-05 18:26:46,IP Address,107.211.58.177,100,780,True,2024-03-05 18:26:46,R_5jj0FizCiS1mZYI,,,,,29.3959,-98.4761,anonymous,EN,I give my informed consent to participate in this study.," 4",TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,No,TRUE,Yes,TRUE,Yes,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,,70,40,30,60,30,Unsure 5,,Unsure 5,Unsure 5," 4"," 7",Unsure 5," 4"," 7",Unsure 5," 4",Unsure 5,Not much 2,Some 3," 3",,Some College,,5c475608cae0ab000188cb6e
2024-03-05 18:18:20,2024-03-05 18:27:19,IP Address,75.174.102.170,100,539,True,2024-03-05 18:27:20,R_5QmvsTnp0X1QAUV,,,,,43.6339,-116.2942,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,No,,,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,,90,70,10,10,10," 2",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,586372cae16d530001b345b8
2024-03-05 18:23:20,2024-03-05 18:29:07,IP Address,35.144.90.108,100,347,True,2024-03-05 18:29:07,R_5gNnxi2JrRwlcpm,,,,,38.5491,-90.1601,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,No,,,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,No,,100,90,100,70,100,Completely true 9,," 7",Completely true 9,Completely true 9,Completely false 1,Completely false 1," 7",Completely true 9,Completely true 9,Completely false 1,Completely false 1,Not much 2,Not much 2,No confidence at all 1,,Less than High School,,615de5ffd3c522eef3c49556
2024-03-05 18:12:48,2024-03-05 18:29:55,IP Address,67.245.33.131,100,1026,True,2024-03-05 18:29:55,R_1Ggs4jk5TKsBhh7,,,,,40.7609,-73.9115,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,No,FALSE,Yes,,,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,20,40,30,30,20," 3",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1," 4",Completely false 1,Completely false 1,Some 3,Some 3," 4",,2-year College Degree,Very interesting study.,628f9cfbee6de7cc7322fecf
2024-03-05 18:20:54,2024-03-05 18:30:12,IP Address,98.194.174.191,100,557,True,2024-03-05 18:30:12,R_5q4ijZpNUd011KX,,,,,29.5542,-95.7325,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,50,70,40,40,40,Unsure 5,,Unsure 5,Unsure 5," 4"," 2",Completely false 1," 2"," 4"," 2",Unsure 5,Unsure 5,Some 3,A lot 4," 3",,Master's Degree,,60ff4278d80ae9f23e25eb4b
2024-03-05 18:12:45,2024-03-05 18:30:15,IP Address,204.186.70.155,100,1050,True,2024-03-05 18:30:16,R_1aQowPqsCnbZOCt,,,,,40.6858,-75.6237,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,,,FALSE,Yes,TRUE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,70,90,80,70,90,Completely true 9,,Completely false 1,Completely false 1," 7"," 7"," 7",Completely false 1," 7",Unsure 5,Completely false 1," 4",Some 3,Not much 2," 3",,3- or 4-year College Degree,None,652006858bb3d4e2d080c759
2024-03-05 18:12:46,2024-03-05 18:30:17,IP Address,71.13.224.238,100,1050,True,2024-03-05 18:30:17,R_7OVE4skp0qOUik0,,,,,42.5214,-85.8516,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,No,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,TRUE,Yes,TRUE,Yes,,20,30,10,10,10," 2",,Completely false 1," 7",Completely false 1," 2",Completely false 1," 2"," 2"," 2"," 3",Completely false 1,Some 3,Some 3," 4",,High School / GED,"Thanks, have  good day",5c2fcd716ea6880001dc8e3d
