StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention_check,electrons_know,electrons_accept,antibiotics_know,"antibiotics_accept ",continents_know,continents_accept,sex_know,sex_accept,lasers_know,lasers_accept,orbit_know,orbit_accept,diamonds_know,diamonds_accept,speed_know,speed_accept,salt_know,salt_accept,water_know,water_accept,electrons,antibiotics,continents,sex,lasers,orbit,diamonds,speed,salt,water,Q1,CMQ_1,CMQ_2,CMQ_3,CMQ_4,CMQ_5,SICBS,BCTI_intro,BCTI_apollo,BCTI_cancer,BCTI_viruses,BCTI_climatechange,BCTI_flatearth,"BCTI_autism ","BCTI_polio ",BCTI_alien,BCTI_hydorxychlor,BCTI_evolution,wgm_scientists,wgm_sciencegeneral,pew,Q1,education,comments,PROLIFIC_PID
2024-04-03 15:44:21,2024-04-03 15:53:54,IP Address,73.29.35.1,100,572,True,2024-04-03 15:53:54,R_2M3YPwBFYbGMNcu,,,,,39.946,-74.1581,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,No,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,,,,It was confusing to understand the explanation of why lasers don’t focus on sound,,,,,,,90,90,70,60,70," 4",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,65f79b0e2fa211731f90b7bf
2024-04-03 15:44:23,2024-04-03 15:53:56,IP Address,98.230.93.68,100,572,True,2024-04-03 15:53:57,R_2gCT23OcUuvdb2h,,,,,30.8019,-85.2281,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,100,80,100,50,80," 7",,Unsure 5," 4"," 6"," 4",Completely false 1," 3",Unsure 5," 4"," 2",Completely false 1,Some 3,Some 3," 3",,High School / GED,,569d08619e8363000b301995
2024-04-03 15:43:50,2024-04-03 15:53:58,IP Address,104.185.102.34,100,607,True,2024-04-03 15:53:59,R_103tGrjs7moCvjr,,,,,30.5179,-87.2253,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,10,80,70,10,10," 6",,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,5c6071a1e1df700001ca8bf1
2024-04-03 15:44:32,2024-04-03 15:54:03,IP Address,50.43.154.48,100,571,True,2024-04-03 15:54:04,R_7UYj7evkBxGDCut,,,,,40.5912,-83.1258,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,70,80,20,60,70," 6",,Completely false 1," 2"," 2",Completely false 1,Completely false 1,Completely false 1,Completely false 1," 7",Completely false 1,Completely false 1,A lot 4,A lot 4," 4",,2-year College Degree,,63bd8c8f03965fcab1bbb917
2024-04-03 15:44:30,2024-04-03 15:54:04,IP Address,75.163.24.138,100,574,True,2024-04-03 15:54:05,R_5ptf5Bk1LEVkXgD,,,,,36.1214,-115.141,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,90,100,70,70,80," 7",," 2"," 8"," 6"," 4"," 2"," 6"," 4"," 6"," 8"," 2",Not much 2,Not much 2," 3",,3- or 4-year College Degree,Thank you,6331b9456956d880a1e4632f
2024-04-03 15:44:21,2024-04-03 15:54:08,IP Address,98.58.82.32,100,587,True,2024-04-03 15:54:09,R_6MMd1kAhgRwxNQg,,,,,26.4965,-81.8206,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,60,70,60,40,20,Unsure 5,,Completely false 1," 2"," 3",Completely false 1,Completely false 1,Unsure 5,Unsure 5," 6",Unsure 5,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,no,6483f9ebf7986bdbdbc0598c
2024-04-03 15:45:19,2024-04-03 15:54:11,IP Address,75.129.233.88,100,531,True,2024-04-03 15:54:11,R_2GaW5F2oXXT2tX3,,,,,39.1692,-91.8893,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,10,100,70,10,10," 2",,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1," 3",Completely false 1," 7"," 2",Completely false 1,Some 3,Some 3," 3",,High School / GED,,60fc2ec58ad0da367daee3c1
2024-04-03 15:45:39,2024-04-03 15:54:11,IP Address,216.245.127.154,100,512,True,2024-04-03 15:54:12,R_1EWEBUwPzp3DaLC,,,,,34.3045,-89.9569,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,70,100,40,0,0," 3",,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,2-year College Degree,,5e84bd7c34d5d9072128fac1
2024-04-03 15:45:55,2024-04-03 15:54:17,IP Address,96.245.192.7,100,501,True,2024-04-03 15:54:17,R_1YxJhEFSd7G7c3L,,,,,39.1589,-75.5878,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,100,100,70,90,90,Completely true 9,," 3",Unsure 5," 4",Completely false 1,Completely false 1," 3"," 2",Unsure 5,Unsure 5,Completely false 1,Some 3,Some 3," 3",,Some College,No - thank you!,6135e00cdb42bb8c6bc32b71
2024-04-03 15:45:14,2024-04-03 15:54:32,IP Address,75.213.95.87,100,558,True,2024-04-03 15:54:33,R_1xvRcPTfkUIQ2fT,,,,,47.4467,-122.2684,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,100,80,80,90,90," 7",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Master's Degree,My answers to the questions about the public not being aware or informed are a result from actions taken by agencies that do not and can not disclose certain things. As an example the public was not made aware of the CIA's involvment with the 1953 Iranian coup until after the fact.,5c8676deddda2d00012ad386
2024-04-03 15:43:57,2024-04-03 15:54:34,IP Address,68.96.255.57,100,636,True,2024-04-03 15:54:35,R_5Cwy1TdrANjFB30,,,,,36.0861,-115.2541,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,100,90,100,100,100,Completely true 9,,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely true 9,Unsure 5,Completely false 1,Some 3,Some 3," 3",,3- or 4-year College Degree,,5bddc463712eb800010d2e4d
2024-04-03 15:38:58,2024-04-03 15:54:43,IP Address,45.31.141.149,100,944,True,2024-04-03 15:54:43,R_2d4edR6DsYyAP98,,,,,35.3141,-82.5968,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,10,20,20,0,10," 3",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,53987712fdf99b68e3a45021
2024-04-03 15:36:33,2024-04-03 15:54:46,IP Address,68.60.142.38,100,1092,True,2024-04-03 15:54:47,R_75YIZIGcCzRia42,,,,,41.9604,-85.6407,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,FALSE,No,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,I think that they were that way after the ice age.  It split apart the whole surface and then water filled in and they have remained the same for ever.  They are not moving around or have they for millions of years.,,,"The  Earth circles the sun every day.  The dark side is when the moon comes out.  So everyday, you have daylight and dark (moon).  Dark comes from the dark side of the sun.",,,,,,100,90,90,100,90," 8",,Unsure 5," 3"," 8"," 3",Completely false 1," 7"," 2"," 8",Completely false 1,Completely false 1,Not much 2,Not much 2," 3",,Some College,Very interesting study.  I really had to think about some of the answers to the questions.  I enjoyed your study.   Thank you and have a wonderful day.,643ebfff661435ecda5a3580
2024-04-03 15:41:49,2024-04-03 15:54:49,IP Address,75.193.203.112,100,779,True,2024-04-03 15:54:49,R_3d6313FWZO97fHs,,,,,33.7474,-84.3747,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,,,,,,,,,,,,70,100,50,70,70," 7",," 7"," 8"," 8"," 3",Completely true 9," 3"," 7"," 3"," 7"," 3",Some 3,Not much 2,A great deal of confidence 5,,Master's Degree,NO,62b1f567d5f22515024421f1
2024-04-03 15:42:33,2024-04-03 15:54:57,IP Address,70.114.119.29,100,744,True,2024-04-03 15:54:58,R_7QPJi6LB0geb1dq,,,,,30.0959,-94.1689,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,70,60,30,20,70," 6",," 2",Completely false 1," 2",Completely false 1,Completely false 1," 2"," 2",Unsure 5," 2",Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,"Professional Degree (JD, MD)",,6609d24bbdc1404359868914
2024-04-03 15:44:05,2024-04-03 15:55:06,IP Address,173.59.1.112,100,660,True,2024-04-03 15:55:06,R_1oDSUjDmEOFq8Rb,,,,,39.904,-75.5089,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,50,60,70,60,70," 6",,Unsure 5,Unsure 5," 6"," 6",Unsure 5,Unsure 5," 4"," 8",Unsure 5," 4",Some 3,Some 3," 3",,High School / GED,N/A,5720a9f6fd3a5200113c1891
2024-04-03 15:44:16,2024-04-03 15:55:22,IP Address,104.231.97.46,100,665,True,2024-04-03 15:55:23,R_51G0c2T35nFO7Kj,,,,,41.6868,-81.3399,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,0,0,0,0,0,Completely false 1,,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,590208c89571f50001c666e3
2024-04-03 15:37:05,2024-04-03 15:55:27,IP Address,170.205.158.131,100,1102,True,2024-04-03 15:55:28,R_73251jsqfSUqdx7,,,,,32.166,-80.7574,anonymous,EN,I give my informed consent to participate in this study.," 5",TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,No,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,"Apologies for the confusion. It seems there was a mistake in the response. Lasers do not work by focusing sound waves; rather, they work by focusing and amplifying light waves through a process called stimulated emission of radiation",,,,,,,70,80,60,70,40," 7",,Unsure 5,Completely false 1,Completely false 1," 7",Completely false 1,Completely false 1,Unsure 5,Completely true 9,Unsure 5,Unsure 5,Some 3,Some 3," 4",,Master's Degree,,643600c7306e9c1f4a7fb1f5
2024-04-03 15:44:19,2024-04-03 15:55:43,IP Address,71.208.67.18,100,683,True,2024-04-03 15:55:43,R_5CjJlyGgdIIxDyN,,,,,26.5921,-81.6784,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,80,80,10,50,80," 6",,Completely false 1," 2"," 2",Completely false 1,Completely false 1,Completely false 1," 2",Unsure 5,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Some College,,60a494b9ce384122865f7175
2024-04-03 15:45:29,2024-04-03 15:55:43,IP Address,160.19.3.117,100,614,True,2024-04-03 15:55:44,R_7uX1sObukmSqoHd,,,,,37.5438,-77.5029,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,60,60,50,40,40," 6",,Completely false 1,Completely false 1," 4",Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Some 3,Some 3," 4",,Master's Degree,,62029a55ef1cb18a1337c61a
2024-04-03 15:44:17,2024-04-03 15:55:55,IP Address,73.171.98.42,100,697,True,2024-04-03 15:55:56,R_5K0Y0EBQrLgcJrP,,,,,37.2697,-81.2212,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,80,80,80,90,90,Completely true 9,,Completely true 9,Completely true 9,Unsure 5,Completely false 1,Unsure 5,Completely false 1,Unsure 5,Completely true 9,Completely false 1,Completely false 1,Some 3,Some 3," 4",,3- or 4-year College Degree,,5d8934dc4c680f00181616f8
2024-04-03 15:44:07,2024-04-03 15:56:03,IP Address,172.58.130.121,100,716,True,2024-04-03 15:56:04,R_5SuesE3Q8laUOO7,,,,,25.8906,-80.1784,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,80,90,80,70,40,Unsure 5,,Unsure 5," 8"," 7"," 3"," 2"," 6"," 3"," 8"," 8"," 2",Some 3,Some 3," 3",,3- or 4-year College Degree,Thank you!,5b133bf71e55760001b9f8de
2024-04-03 15:43:58,2024-04-03 15:56:05,IP Address,47.233.5.130,100,727,True,2024-04-03 15:56:05,R_5GBuOgBNDjhmKDn,,,,,38.5682,-89.8965,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,70,80,90,30,10," 4",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Some 3,Some 3," 3",,3- or 4-year College Degree,,5a53d878acc75b000179e52e
2024-04-03 15:45:01,2024-04-03 15:56:46,IP Address,208.107.136.28,100,704,True,2024-04-03 15:56:46,R_2Le7uDjbtbw6YE8,,,,,46.8393,-100.782,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,0,80,0,0,0," 2",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,Some College,,5dd9f0e719eecb97dfab7b48
2024-04-03 15:45:14,2024-04-03 15:56:47,IP Address,99.54.136.148,100,692,True,2024-04-03 15:56:47,R_28mXp6RfEBaZ2g1,,,,,36.5246,-87.3465,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,20,90,10,0,50,Unsure 5,,Completely false 1,Completely false 1," 2",Completely false 1,Completely false 1,Completely false 1,Completely false 1," 3",Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,6537deb965cbfe64469ac68f
2024-04-03 15:46:00,2024-04-03 15:56:58,IP Address,69.142.53.207,100,658,True,2024-04-03 15:56:59,R_3dof65E3W7fFco8,,,,,39.745,-75.0924,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,0,10,10,0,0,Completely false 1,,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,5f7529755aaa0e1a6e804640
2024-04-03 15:42:01,2024-04-03 15:57:04,IP Address,204.242.1.134,100,902,True,2024-04-03 15:57:04,R_7OeLZoFNmPHtDzg,,,,,39.0469,-77.4903,anonymous,EN,I give my informed consent to participate in this study.," 2",FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,90,70,80,70,90," 7",," 7"," 6"," 7"," 4"," 4",Unsure 5," 6"," 7"," 7",Completely false 1,Some 3,A lot 4," 4",,Master's Degree,I have no comments,65915934ab2ff0055c6fbea1
2024-04-03 15:43:52,2024-04-03 15:57:27,IP Address,184.57.219.147,100,815,True,2024-04-03 15:57:27,R_6NBYvlI1wisH3gj,,,,,39.2413,-84.5455,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,60,70,60,50,60,Unsure 5,," 2"," 4"," 2",Completely false 1,Completely false 1," 2",Unsure 5,Completely false 1," 4",Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,High School / GED,,58a5d6527cf56d0001f92567
2024-04-03 15:44:38,2024-04-03 15:58:00,IP Address,47.28.251.70,100,801,True,2024-04-03 15:58:01,R_7ZTP5ql44b7NJGp,,,,,41.1095,-104.8157,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,60,60,60,60,60," 7",,Completely false 1," 2"," 2"," 4",Completely false 1," 2"," 2"," 7",Unsure 5,Completely false 1,A lot 4,Some 3," 4",,Master's Degree,nope,615ddab1e4f013092538b6c5
2024-04-03 15:44:21,2024-04-03 15:58:02,IP Address,64.85.167.133,100,821,True,2024-04-03 15:58:03,R_2uvNWoPKDqQ3ZXs,,,,,42.4257,-83.1522,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,80,70,50,30,20," 6",,Completely false 1," 4",Unsure 5,Completely false 1,Completely false 1,Unsure 5," 2",Completely false 1,Completely false 1," 2",Some 3,Some 3," 4",,Some College,This study was actually a lot of fun (to my surprise).,5e820a4e26ed71918013d860
2024-04-03 15:40:48,2024-04-03 15:58:19,IP Address,71.203.77.64,100,1051,True,2024-04-03 15:58:20,R_1MxJlmAVjgQ4RfI,,,,,33.3601,-82.0084,anonymous,EN,I give my informed consent to participate in this study.," 4",TRUE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,TRUE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,"Lasers do not operate by concentrating sound waves, as commonly thought. Instead, they function through the process of stimulated emission of electromagnetic radiation, particularly light waves. Unlike sound waves, which propagate through a medium via particle vibration, lasers produce focused and coherent light beams by controlled photon emission. Therefore, the idea that lasers work by focusing sound waves is incorrect.",,,,,,,70,60,70,60,80," 8",," 6"," 7"," 6"," 8",Unsure 5," 6",Unsure 5," 7"," 6"," 6",Some 3,A lot 4," 4",,"Professional Degree (JD, MD)",N/A,65b65392e13380b8c4451673
2024-04-03 15:43:43,2024-04-03 15:58:34,IP Address,174.242.209.0,100,890,True,2024-04-03 15:58:34,R_5bTOCXd5ETDIjvF,,,,,32.37,-95.4085,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,FALSE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,50,0,20,40,10,Completely false 1,,Unsure 5,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Unsure 5," 2",Some 3,Some 3," 4",,2-year College Degree,"Good study thanks ",63d13e8a790d868737b2e3c7
2024-04-03 15:48:35,2024-04-03 15:58:53,IP Address,73.56.73.13,100,617,True,2024-04-03 15:58:53,R_1YfdNZP0WMGcKpo,,,,,26.6239,-80.0948,anonymous,EN,I give my informed consent to participate in this study.,Never 1,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,70,50,30,10,30," 4",,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Completely false 1," 4",Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,,62b07ac53b83bf0683eda6b6
2024-04-03 15:50:22,2024-04-03 15:59:12,IP Address,68.202.104.60,100,530,True,2024-04-03 15:59:12,R_3061vcpkEz0FayB,,,,,28.9025,-81.248,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,No,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,"I may have misread, but I did not see confirmation of this.",,,,,,,80,70,50,0,50," 6",,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,Completely false 1,Completely false 1,Unsure 5,Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,2-year College Degree,None at this time,5c471f433a307700017fc0dd
2024-04-03 15:52:28,2024-04-03 15:59:18,IP Address,174.162.82.35,100,410,True,2024-04-03 15:59:19,R_7tDCQZ9GeltQ79D,,,,,42.2385,-83.1783,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,TRUE,Yes,,,,,,,,,,,,80,80,70,30,30," 7",,Completely false 1," 3"," 6",Completely false 1,Completely false 1,Completely false 1,Completely false 1," 7",Completely false 1,Completely false 1,Some 3,Some 3," 3",,High School / GED,,5685850c333cbd000d4e042f
2024-04-03 15:42:37,2024-04-03 16:00:17,IP Address,174.240.116.206,100,1060,True,2024-04-03 16:00:18,R_7BtA1gWDKnbpsCb,,,,,42.3575,-83.2162,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,Yes,FALSE,No,FALSE,Yes,,,,,,,,,no,,,50,80,10,10,70,Unsure 5,,Unsure 5,Unsure 5,Unsure 5,Unsure 5,Unsure 5,Unsure 5,Unsure 5,Unsure 5,Unsure 5,Unsure 5,Not much 2,Not much 2," 2",,Master's Degree,no,6609a75c34dd69980d221cf8
2024-04-03 15:55:54,2024-04-03 16:00:29,IP Address,71.227.61.125,100,274,True,2024-04-03 16:00:29,R_5HGkcbmLEI6AEzI,,,,,42.4943,-83.2072,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,FALSE,Yes,,,,,,,,,,,,90,100,40,10,30," 8",,Completely false 1,Unsure 5," 3",Completely false 1,Completely false 1,Completely false 1,Completely false 1," 3",Completely false 1,Completely false 1,A lot 4,A lot 4,A great deal of confidence 5,,3- or 4-year College Degree,N/A,5ed3055d98e33f182062933b
2024-04-03 15:44:22,2024-04-03 16:00:47,IP Address,98.228.60.130,100,985,True,2024-04-03 16:00:48,R_2QgppqH5BpbkLFQ,,,,,40.1047,-88.2062,anonymous,EN,I give my informed consent to participate in this study.,Never 1,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,TRUE,Yes,,,,,,,,,,,,70,80,20,10,40," 6",,Completely false 1,Completely false 1," 3",Completely false 1,Completely false 1," 2",Completely false 1," 7",Completely false 1,Completely false 1,A lot 4,A lot 4," 4",,3- or 4-year College Degree,,5c6ac9bc1d9ff70001ab2ee5
